series-id,location-id,location-name,longitude,latitude,phenomenon,reference-value-lower,reference-value-upper,reference-value-color
6522,1112,41B006 - Bruxelles (Parlement UE),4.374388283352735,50.838631187634185,"1,2-XYLENE O-XYLENE",,,#888888
10892,1738,42BO01 - Bonheiden,4.516483717002172,51.02706104655742,Ammonia,,,#888888
10893,1739,42OT02 - Oud-Turnhout,5.0117926918528894,51.346547825581986,Ammonia,,,#888888
10932,1174,43N063 - Corroy-Le-Grand,4.668287682824637,50.655439103400546,Ammonia,,,#888888
10934,1180,43N085 - Vielsalm,6.001736288537827,50.30320782818866,Ammonia,,,#888888
10944,1747,42AL09 - Antwerpen (Van Averbekelaan),4.376531512921879,51.22981341815649,Atmospheric  Pressure,1040.0,999.0,#660000
10944,1747,42AL09 - Antwerpen (Van Averbekelaan),4.376531512921879,51.22981341815649,Atmospheric  Pressure,1030.0,1040.0,#990000
10944,1747,42AL09 - Antwerpen (Van Averbekelaan),4.376531512921879,51.22981341815649,Atmospheric  Pressure,1020.0,1030.0,#FF0000
10944,1747,42AL09 - Antwerpen (Van Averbekelaan),4.376531512921879,51.22981341815649,Atmospheric  Pressure,1010.0,1020.0,#FF6600
10944,1747,42AL09 - Antwerpen (Van Averbekelaan),4.376531512921879,51.22981341815649,Atmospheric  Pressure,1000.0,1010.0,#FFBB00
10944,1747,42AL09 - Antwerpen (Van Averbekelaan),4.376531512921879,51.22981341815649,Atmospheric  Pressure,990.0,1000.0,#FFFF00
10944,1747,42AL09 - Antwerpen (Van Averbekelaan),4.376531512921879,51.22981341815649,Atmospheric  Pressure,980.0,990.0,#00FF00
10944,1747,42AL09 - Antwerpen (Van Averbekelaan),4.376531512921879,51.22981341815649,Atmospheric  Pressure,970.0,980.0,#009900
10944,1747,42AL09 - Antwerpen (Van Averbekelaan),4.376531512921879,51.22981341815649,Atmospheric  Pressure,960.0,970.0,#0099FF
10944,1747,42AL09 - Antwerpen (Van Averbekelaan),4.376531512921879,51.22981341815649,Atmospheric  Pressure,-999.0,960.0,#0000FF
10982,1132,42N016 - Dessel,5.163978846331757,51.233652206162375,Atmospheric  Pressure,1040.0,999.0,#660000
10982,1132,42N016 - Dessel,5.163978846331757,51.233652206162375,Atmospheric  Pressure,1030.0,1040.0,#990000
10982,1132,42N016 - Dessel,5.163978846331757,51.233652206162375,Atmospheric  Pressure,1020.0,1030.0,#FF0000
10982,1132,42N016 - Dessel,5.163978846331757,51.233652206162375,Atmospheric  Pressure,1010.0,1020.0,#FF6600
10982,1132,42N016 - Dessel,5.163978846331757,51.233652206162375,Atmospheric  Pressure,1000.0,1010.0,#FFBB00
10982,1132,42N016 - Dessel,5.163978846331757,51.233652206162375,Atmospheric  Pressure,990.0,1000.0,#FFFF00
10982,1132,42N016 - Dessel,5.163978846331757,51.233652206162375,Atmospheric  Pressure,980.0,990.0,#00FF00
10982,1132,42N016 - Dessel,5.163978846331757,51.233652206162375,Atmospheric  Pressure,970.0,980.0,#009900
10982,1132,42N016 - Dessel,5.163978846331757,51.233652206162375,Atmospheric  Pressure,960.0,970.0,#0099FF
10982,1132,42N016 - Dessel,5.163978846331757,51.233652206162375,Atmospheric  Pressure,-999.0,960.0,#0000FF
10983,1137,42N035 - Aarschot,4.837618015698614,50.97754137811429,Atmospheric  Pressure,1040.0,999.0,#660000
10983,1137,42N035 - Aarschot,4.837618015698614,50.97754137811429,Atmospheric  Pressure,1030.0,1040.0,#990000
10983,1137,42N035 - Aarschot,4.837618015698614,50.97754137811429,Atmospheric  Pressure,1020.0,1030.0,#FF0000
10983,1137,42N035 - Aarschot,4.837618015698614,50.97754137811429,Atmospheric  Pressure,1010.0,1020.0,#FF6600
10983,1137,42N035 - Aarschot,4.837618015698614,50.97754137811429,Atmospheric  Pressure,1000.0,1010.0,#FFBB00
10983,1137,42N035 - Aarschot,4.837618015698614,50.97754137811429,Atmospheric  Pressure,990.0,1000.0,#FFFF00
10983,1137,42N035 - Aarschot,4.837618015698614,50.97754137811429,Atmospheric  Pressure,980.0,990.0,#00FF00
10983,1137,42N035 - Aarschot,4.837618015698614,50.97754137811429,Atmospheric  Pressure,970.0,980.0,#009900
10983,1137,42N035 - Aarschot,4.837618015698614,50.97754137811429,Atmospheric  Pressure,960.0,970.0,#0099FF
10983,1137,42N035 - Aarschot,4.837618015698614,50.97754137811429,Atmospheric  Pressure,-999.0,960.0,#0000FF
10984,1142,42N054 - Walshoutem,5.103158609453956,50.711706093733625,Atmospheric  Pressure,1040.0,999.0,#660000
10984,1142,42N054 - Walshoutem,5.103158609453956,50.711706093733625,Atmospheric  Pressure,1030.0,1040.0,#990000
10984,1142,42N054 - Walshoutem,5.103158609453956,50.711706093733625,Atmospheric  Pressure,1020.0,1030.0,#FF0000
10984,1142,42N054 - Walshoutem,5.103158609453956,50.711706093733625,Atmospheric  Pressure,1010.0,1020.0,#FF6600
10984,1142,42N054 - Walshoutem,5.103158609453956,50.711706093733625,Atmospheric  Pressure,1000.0,1010.0,#FFBB00
10984,1142,42N054 - Walshoutem,5.103158609453956,50.711706093733625,Atmospheric  Pressure,990.0,1000.0,#FFFF00
10984,1142,42N054 - Walshoutem,5.103158609453956,50.711706093733625,Atmospheric  Pressure,980.0,990.0,#00FF00
10984,1142,42N054 - Walshoutem,5.103158609453956,50.711706093733625,Atmospheric  Pressure,970.0,980.0,#009900
10984,1142,42N054 - Walshoutem,5.103158609453956,50.711706093733625,Atmospheric  Pressure,960.0,970.0,#0099FF
10984,1142,42N054 - Walshoutem,5.103158609453956,50.711706093733625,Atmospheric  Pressure,-999.0,960.0,#0000FF
10985,1146,42R020 - Vilvoorde,4.436720763534066,50.94138711459397,Atmospheric  Pressure,1040.0,999.0,#660000
10985,1146,42R020 - Vilvoorde,4.436720763534066,50.94138711459397,Atmospheric  Pressure,1030.0,1040.0,#990000
10985,1146,42R020 - Vilvoorde,4.436720763534066,50.94138711459397,Atmospheric  Pressure,1020.0,1030.0,#FF0000
10985,1146,42R020 - Vilvoorde,4.436720763534066,50.94138711459397,Atmospheric  Pressure,1010.0,1020.0,#FF6600
10985,1146,42R020 - Vilvoorde,4.436720763534066,50.94138711459397,Atmospheric  Pressure,1000.0,1010.0,#FFBB00
10985,1146,42R020 - Vilvoorde,4.436720763534066,50.94138711459397,Atmospheric  Pressure,990.0,1000.0,#FFFF00
10985,1146,42R020 - Vilvoorde,4.436720763534066,50.94138711459397,Atmospheric  Pressure,980.0,990.0,#00FF00
10985,1146,42R020 - Vilvoorde,4.436720763534066,50.94138711459397,Atmospheric  Pressure,970.0,980.0,#009900
10985,1146,42R020 - Vilvoorde,4.436720763534066,50.94138711459397,Atmospheric  Pressure,960.0,970.0,#0099FF
10985,1146,42R020 - Vilvoorde,4.436720763534066,50.94138711459397,Atmospheric  Pressure,-999.0,960.0,#0000FF
10986,1147,42R801 - Borgerhout,4.4318210469688415,51.209662530910016,Atmospheric  Pressure,1040.0,999.0,#660000
10986,1147,42R801 - Borgerhout,4.4318210469688415,51.209662530910016,Atmospheric  Pressure,1030.0,1040.0,#990000
10986,1147,42R801 - Borgerhout,4.4318210469688415,51.209662530910016,Atmospheric  Pressure,1020.0,1030.0,#FF0000
10986,1147,42R801 - Borgerhout,4.4318210469688415,51.209662530910016,Atmospheric  Pressure,1010.0,1020.0,#FF6600
10986,1147,42R801 - Borgerhout,4.4318210469688415,51.209662530910016,Atmospheric  Pressure,1000.0,1010.0,#FFBB00
10986,1147,42R801 - Borgerhout,4.4318210469688415,51.209662530910016,Atmospheric  Pressure,990.0,1000.0,#FFFF00
10986,1147,42R801 - Borgerhout,4.4318210469688415,51.209662530910016,Atmospheric  Pressure,980.0,990.0,#00FF00
10986,1147,42R801 - Borgerhout,4.4318210469688415,51.209662530910016,Atmospheric  Pressure,970.0,980.0,#009900
10986,1147,42R801 - Borgerhout,4.4318210469688415,51.209662530910016,Atmospheric  Pressure,960.0,970.0,#0099FF
10986,1147,42R801 - Borgerhout,4.4318210469688415,51.209662530910016,Atmospheric  Pressure,-999.0,960.0,#0000FF
10987,1148,42R802 - Borgerhout,4.431792230792439,51.209518731583486,Atmospheric  Pressure,1040.0,999.0,#660000
10987,1148,42R802 - Borgerhout,4.431792230792439,51.209518731583486,Atmospheric  Pressure,1030.0,1040.0,#990000
10987,1148,42R802 - Borgerhout,4.431792230792439,51.209518731583486,Atmospheric  Pressure,1020.0,1030.0,#FF0000
10987,1148,42R802 - Borgerhout,4.431792230792439,51.209518731583486,Atmospheric  Pressure,1010.0,1020.0,#FF6600
10987,1148,42R802 - Borgerhout,4.431792230792439,51.209518731583486,Atmospheric  Pressure,1000.0,1010.0,#FFBB00
10987,1148,42R802 - Borgerhout,4.431792230792439,51.209518731583486,Atmospheric  Pressure,990.0,1000.0,#FFFF00
10987,1148,42R802 - Borgerhout,4.431792230792439,51.209518731583486,Atmospheric  Pressure,980.0,990.0,#00FF00
10987,1148,42R802 - Borgerhout,4.431792230792439,51.209518731583486,Atmospheric  Pressure,970.0,980.0,#009900
10987,1148,42R802 - Borgerhout,4.431792230792439,51.209518731583486,Atmospheric  Pressure,960.0,970.0,#0099FF
10987,1148,42R802 - Borgerhout,4.431792230792439,51.209518731583486,Atmospheric  Pressure,-999.0,960.0,#0000FF
10988,1149,42R811 - Schoten,4.491362027935439,51.25210341184476,Atmospheric  Pressure,1040.0,999.0,#660000
10988,1149,42R811 - Schoten,4.491362027935439,51.25210341184476,Atmospheric  Pressure,1030.0,1040.0,#990000
10988,1149,42R811 - Schoten,4.491362027935439,51.25210341184476,Atmospheric  Pressure,1020.0,1030.0,#FF0000
10988,1149,42R811 - Schoten,4.491362027935439,51.25210341184476,Atmospheric  Pressure,1010.0,1020.0,#FF6600
10988,1149,42R811 - Schoten,4.491362027935439,51.25210341184476,Atmospheric  Pressure,1000.0,1010.0,#FFBB00
10988,1149,42R811 - Schoten,4.491362027935439,51.25210341184476,Atmospheric  Pressure,990.0,1000.0,#FFFF00
10988,1149,42R811 - Schoten,4.491362027935439,51.25210341184476,Atmospheric  Pressure,980.0,990.0,#00FF00
10988,1149,42R811 - Schoten,4.491362027935439,51.25210341184476,Atmospheric  Pressure,970.0,980.0,#009900
10988,1149,42R811 - Schoten,4.491362027935439,51.25210341184476,Atmospheric  Pressure,960.0,970.0,#0099FF
10988,1149,42R811 - Schoten,4.491362027935439,51.25210341184476,Atmospheric  Pressure,-999.0,960.0,#0000FF
10990,1200,44N012 - Moerkerke,3.3625358887015975,51.25457362243645,Atmospheric  Pressure,1040.0,999.0,#660000
10990,1200,44N012 - Moerkerke,3.3625358887015975,51.25457362243645,Atmospheric  Pressure,1030.0,1040.0,#990000
10990,1200,44N012 - Moerkerke,3.3625358887015975,51.25457362243645,Atmospheric  Pressure,1020.0,1030.0,#FF0000
10990,1200,44N012 - Moerkerke,3.3625358887015975,51.25457362243645,Atmospheric  Pressure,1010.0,1020.0,#FF6600
10990,1200,44N012 - Moerkerke,3.3625358887015975,51.25457362243645,Atmospheric  Pressure,1000.0,1010.0,#FFBB00
10990,1200,44N012 - Moerkerke,3.3625358887015975,51.25457362243645,Atmospheric  Pressure,990.0,1000.0,#FFFF00
10990,1200,44N012 - Moerkerke,3.3625358887015975,51.25457362243645,Atmospheric  Pressure,980.0,990.0,#00FF00
10990,1200,44N012 - Moerkerke,3.3625358887015975,51.25457362243645,Atmospheric  Pressure,970.0,980.0,#009900
10990,1200,44N012 - Moerkerke,3.3625358887015975,51.25457362243645,Atmospheric  Pressure,960.0,970.0,#0099FF
10990,1200,44N012 - Moerkerke,3.3625358887015975,51.25457362243645,Atmospheric  Pressure,-999.0,960.0,#0000FF
10991,1206,44N052 - Zwevegem,3.322494319037272,50.814873869919865,Atmospheric  Pressure,1040.0,999.0,#660000
10991,1206,44N052 - Zwevegem,3.322494319037272,50.814873869919865,Atmospheric  Pressure,1030.0,1040.0,#990000
10991,1206,44N052 - Zwevegem,3.322494319037272,50.814873869919865,Atmospheric  Pressure,1020.0,1030.0,#FF0000
10991,1206,44N052 - Zwevegem,3.322494319037272,50.814873869919865,Atmospheric  Pressure,1010.0,1020.0,#FF6600
10991,1206,44N052 - Zwevegem,3.322494319037272,50.814873869919865,Atmospheric  Pressure,1000.0,1010.0,#FFBB00
10991,1206,44N052 - Zwevegem,3.322494319037272,50.814873869919865,Atmospheric  Pressure,990.0,1000.0,#FFFF00
10991,1206,44N052 - Zwevegem,3.322494319037272,50.814873869919865,Atmospheric  Pressure,980.0,990.0,#00FF00
10991,1206,44N052 - Zwevegem,3.322494319037272,50.814873869919865,Atmospheric  Pressure,970.0,980.0,#009900
10991,1206,44N052 - Zwevegem,3.322494319037272,50.814873869919865,Atmospheric  Pressure,960.0,970.0,#0099FF
10991,1206,44N052 - Zwevegem,3.322494319037272,50.814873869919865,Atmospheric  Pressure,-999.0,960.0,#0000FF
10992,1208,44R710 - Destelbergen,3.7752623896453574,51.06127769765467,Atmospheric  Pressure,1040.0,999.0,#660000
10992,1208,44R710 - Destelbergen,3.7752623896453574,51.06127769765467,Atmospheric  Pressure,1030.0,1040.0,#990000
10992,1208,44R710 - Destelbergen,3.7752623896453574,51.06127769765467,Atmospheric  Pressure,1020.0,1030.0,#FF0000
10992,1208,44R710 - Destelbergen,3.7752623896453574,51.06127769765467,Atmospheric  Pressure,1010.0,1020.0,#FF6600
10992,1208,44R710 - Destelbergen,3.7752623896453574,51.06127769765467,Atmospheric  Pressure,1000.0,1010.0,#FFBB00
10992,1208,44R710 - Destelbergen,3.7752623896453574,51.06127769765467,Atmospheric  Pressure,990.0,1000.0,#FFFF00
10992,1208,44R710 - Destelbergen,3.7752623896453574,51.06127769765467,Atmospheric  Pressure,980.0,990.0,#00FF00
10992,1208,44R710 - Destelbergen,3.7752623896453574,51.06127769765467,Atmospheric  Pressure,970.0,980.0,#009900
10992,1208,44R710 - Destelbergen,3.7752623896453574,51.06127769765467,Atmospheric  Pressure,960.0,970.0,#0099FF
10992,1208,44R710 - Destelbergen,3.7752623896453574,51.06127769765467,Atmospheric  Pressure,-999.0,960.0,#0000FF
10993,1212,44R731 - Evergem,3.739504220441925,51.12469051189999,Atmospheric  Pressure,1040.0,999.0,#660000
10993,1212,44R731 - Evergem,3.739504220441925,51.12469051189999,Atmospheric  Pressure,1030.0,1040.0,#990000
10993,1212,44R731 - Evergem,3.739504220441925,51.12469051189999,Atmospheric  Pressure,1020.0,1030.0,#FF0000
10993,1212,44R731 - Evergem,3.739504220441925,51.12469051189999,Atmospheric  Pressure,1010.0,1020.0,#FF6600
10993,1212,44R731 - Evergem,3.739504220441925,51.12469051189999,Atmospheric  Pressure,1000.0,1010.0,#FFBB00
10993,1212,44R731 - Evergem,3.739504220441925,51.12469051189999,Atmospheric  Pressure,990.0,1000.0,#FFFF00
10993,1212,44R731 - Evergem,3.739504220441925,51.12469051189999,Atmospheric  Pressure,980.0,990.0,#00FF00
10993,1212,44R731 - Evergem,3.739504220441925,51.12469051189999,Atmospheric  Pressure,970.0,980.0,#009900
10993,1212,44R731 - Evergem,3.739504220441925,51.12469051189999,Atmospheric  Pressure,960.0,970.0,#0099FF
10993,1212,44R731 - Evergem,3.739504220441925,51.12469051189999,Atmospheric  Pressure,-999.0,960.0,#0000FF
10994,1213,44R740 - Sint-Kruiswinkel,3.80873543041274,51.15013609000081,Atmospheric  Pressure,1040.0,999.0,#660000
10994,1213,44R740 - Sint-Kruiswinkel,3.80873543041274,51.15013609000081,Atmospheric  Pressure,1030.0,1040.0,#990000
10994,1213,44R740 - Sint-Kruiswinkel,3.80873543041274,51.15013609000081,Atmospheric  Pressure,1020.0,1030.0,#FF0000
10994,1213,44R740 - Sint-Kruiswinkel,3.80873543041274,51.15013609000081,Atmospheric  Pressure,1010.0,1020.0,#FF6600
10994,1213,44R740 - Sint-Kruiswinkel,3.80873543041274,51.15013609000081,Atmospheric  Pressure,1000.0,1010.0,#FFBB00
10994,1213,44R740 - Sint-Kruiswinkel,3.80873543041274,51.15013609000081,Atmospheric  Pressure,990.0,1000.0,#FFFF00
10994,1213,44R740 - Sint-Kruiswinkel,3.80873543041274,51.15013609000081,Atmospheric  Pressure,980.0,990.0,#00FF00
10994,1213,44R740 - Sint-Kruiswinkel,3.80873543041274,51.15013609000081,Atmospheric  Pressure,970.0,980.0,#009900
10994,1213,44R740 - Sint-Kruiswinkel,3.80873543041274,51.15013609000081,Atmospheric  Pressure,960.0,970.0,#0099FF
10994,1213,44R740 - Sint-Kruiswinkel,3.80873543041274,51.15013609000081,Atmospheric  Pressure,-999.0,960.0,#0000FF
10995,1214,44R750 - Zelzate,3.8229200468043305,51.19606326849932,Atmospheric  Pressure,1040.0,999.0,#660000
10995,1214,44R750 - Zelzate,3.8229200468043305,51.19606326849932,Atmospheric  Pressure,1030.0,1040.0,#990000
10995,1214,44R750 - Zelzate,3.8229200468043305,51.19606326849932,Atmospheric  Pressure,1020.0,1030.0,#FF0000
10995,1214,44R750 - Zelzate,3.8229200468043305,51.19606326849932,Atmospheric  Pressure,1010.0,1020.0,#FF6600
10995,1214,44R750 - Zelzate,3.8229200468043305,51.19606326849932,Atmospheric  Pressure,1000.0,1010.0,#FFBB00
10995,1214,44R750 - Zelzate,3.8229200468043305,51.19606326849932,Atmospheric  Pressure,990.0,1000.0,#FFFF00
10995,1214,44R750 - Zelzate,3.8229200468043305,51.19606326849932,Atmospheric  Pressure,980.0,990.0,#00FF00
10995,1214,44R750 - Zelzate,3.8229200468043305,51.19606326849932,Atmospheric  Pressure,970.0,980.0,#009900
10995,1214,44R750 - Zelzate,3.8229200468043305,51.19606326849932,Atmospheric  Pressure,960.0,970.0,#0099FF
10995,1214,44R750 - Zelzate,3.8229200468043305,51.19606326849932,Atmospheric  Pressure,-999.0,960.0,#0000FF
10996,1710,42R834 - Boom,4.38010354488249,51.09200003750444,Atmospheric  Pressure,1040.0,999.0,#660000
10996,1710,42R834 - Boom,4.38010354488249,51.09200003750444,Atmospheric  Pressure,1030.0,1040.0,#990000
10996,1710,42R834 - Boom,4.38010354488249,51.09200003750444,Atmospheric  Pressure,1020.0,1030.0,#FF0000
10996,1710,42R834 - Boom,4.38010354488249,51.09200003750444,Atmospheric  Pressure,1010.0,1020.0,#FF6600
10996,1710,42R834 - Boom,4.38010354488249,51.09200003750444,Atmospheric  Pressure,1000.0,1010.0,#FFBB00
10996,1710,42R834 - Boom,4.38010354488249,51.09200003750444,Atmospheric  Pressure,990.0,1000.0,#FFFF00
10996,1710,42R834 - Boom,4.38010354488249,51.09200003750444,Atmospheric  Pressure,980.0,990.0,#00FF00
10996,1710,42R834 - Boom,4.38010354488249,51.09200003750444,Atmospheric  Pressure,970.0,980.0,#009900
10996,1710,42R834 - Boom,4.38010354488249,51.09200003750444,Atmospheric  Pressure,960.0,970.0,#0099FF
10996,1710,42R834 - Boom,4.38010354488249,51.09200003750444,Atmospheric  Pressure,-999.0,960.0,#0000FF
10997,1713,42R805 - Antwerpen (Belgiëlei),4.421559251065273,51.20822947181719,Atmospheric  Pressure,1040.0,999.0,#660000
10997,1713,42R805 - Antwerpen (Belgiëlei),4.421559251065273,51.20822947181719,Atmospheric  Pressure,1030.0,1040.0,#990000
10997,1713,42R805 - Antwerpen (Belgiëlei),4.421559251065273,51.20822947181719,Atmospheric  Pressure,1020.0,1030.0,#FF0000
10997,1713,42R805 - Antwerpen (Belgiëlei),4.421559251065273,51.20822947181719,Atmospheric  Pressure,1010.0,1020.0,#FF6600
10997,1713,42R805 - Antwerpen (Belgiëlei),4.421559251065273,51.20822947181719,Atmospheric  Pressure,1000.0,1010.0,#FFBB00
10997,1713,42R805 - Antwerpen (Belgiëlei),4.421559251065273,51.20822947181719,Atmospheric  Pressure,990.0,1000.0,#FFFF00
10997,1713,42R805 - Antwerpen (Belgiëlei),4.421559251065273,51.20822947181719,Atmospheric  Pressure,980.0,990.0,#00FF00
10997,1713,42R805 - Antwerpen (Belgiëlei),4.421559251065273,51.20822947181719,Atmospheric  Pressure,970.0,980.0,#009900
10997,1713,42R805 - Antwerpen (Belgiëlei),4.421559251065273,51.20822947181719,Atmospheric  Pressure,960.0,970.0,#0099FF
10997,1713,42R805 - Antwerpen (Belgiëlei),4.421559251065273,51.20822947181719,Atmospheric  Pressure,-999.0,960.0,#0000FF
10998,1715,44R702 - Gent (Carlierlaan),3.734971479685305,51.04068941942753,Atmospheric  Pressure,1040.0,999.0,#660000
10998,1715,44R702 - Gent (Carlierlaan),3.734971479685305,51.04068941942753,Atmospheric  Pressure,1030.0,1040.0,#990000
10998,1715,44R702 - Gent (Carlierlaan),3.734971479685305,51.04068941942753,Atmospheric  Pressure,1020.0,1030.0,#FF0000
10998,1715,44R702 - Gent (Carlierlaan),3.734971479685305,51.04068941942753,Atmospheric  Pressure,1010.0,1020.0,#FF6600
10998,1715,44R702 - Gent (Carlierlaan),3.734971479685305,51.04068941942753,Atmospheric  Pressure,1000.0,1010.0,#FFBB00
10998,1715,44R702 - Gent (Carlierlaan),3.734971479685305,51.04068941942753,Atmospheric  Pressure,990.0,1000.0,#FFFF00
10998,1715,44R702 - Gent (Carlierlaan),3.734971479685305,51.04068941942753,Atmospheric  Pressure,980.0,990.0,#00FF00
10998,1715,44R702 - Gent (Carlierlaan),3.734971479685305,51.04068941942753,Atmospheric  Pressure,970.0,980.0,#009900
10998,1715,44R702 - Gent (Carlierlaan),3.734971479685305,51.04068941942753,Atmospheric  Pressure,960.0,970.0,#0099FF
10998,1715,44R702 - Gent (Carlierlaan),3.734971479685305,51.04068941942753,Atmospheric  Pressure,-999.0,960.0,#0000FF
10999,1720,42R803 - Antwerpen (Park Spoor Noord),4.428454177535564,51.22862981306374,Atmospheric  Pressure,1040.0,999.0,#660000
10999,1720,42R803 - Antwerpen (Park Spoor Noord),4.428454177535564,51.22862981306374,Atmospheric  Pressure,1030.0,1040.0,#990000
10999,1720,42R803 - Antwerpen (Park Spoor Noord),4.428454177535564,51.22862981306374,Atmospheric  Pressure,1020.0,1030.0,#FF0000
10999,1720,42R803 - Antwerpen (Park Spoor Noord),4.428454177535564,51.22862981306374,Atmospheric  Pressure,1010.0,1020.0,#FF6600
10999,1720,42R803 - Antwerpen (Park Spoor Noord),4.428454177535564,51.22862981306374,Atmospheric  Pressure,1000.0,1010.0,#FFBB00
10999,1720,42R803 - Antwerpen (Park Spoor Noord),4.428454177535564,51.22862981306374,Atmospheric  Pressure,990.0,1000.0,#FFFF00
10999,1720,42R803 - Antwerpen (Park Spoor Noord),4.428454177535564,51.22862981306374,Atmospheric  Pressure,980.0,990.0,#00FF00
10999,1720,42R803 - Antwerpen (Park Spoor Noord),4.428454177535564,51.22862981306374,Atmospheric  Pressure,970.0,980.0,#009900
10999,1720,42R803 - Antwerpen (Park Spoor Noord),4.428454177535564,51.22862981306374,Atmospheric  Pressure,960.0,970.0,#0099FF
10999,1720,42R803 - Antwerpen (Park Spoor Noord),4.428454177535564,51.22862981306374,Atmospheric  Pressure,-999.0,960.0,#0000FF
11000,1721,42R817 - Antwerpen (Groenenborgerlaan),4.417948637777734,51.17713088779377,Atmospheric  Pressure,1040.0,999.0,#660000
11000,1721,42R817 - Antwerpen (Groenenborgerlaan),4.417948637777734,51.17713088779377,Atmospheric  Pressure,1030.0,1040.0,#990000
11000,1721,42R817 - Antwerpen (Groenenborgerlaan),4.417948637777734,51.17713088779377,Atmospheric  Pressure,1020.0,1030.0,#FF0000
11000,1721,42R817 - Antwerpen (Groenenborgerlaan),4.417948637777734,51.17713088779377,Atmospheric  Pressure,1010.0,1020.0,#FF6600
11000,1721,42R817 - Antwerpen (Groenenborgerlaan),4.417948637777734,51.17713088779377,Atmospheric  Pressure,1000.0,1010.0,#FFBB00
11000,1721,42R817 - Antwerpen (Groenenborgerlaan),4.417948637777734,51.17713088779377,Atmospheric  Pressure,990.0,1000.0,#FFFF00
11000,1721,42R817 - Antwerpen (Groenenborgerlaan),4.417948637777734,51.17713088779377,Atmospheric  Pressure,980.0,990.0,#00FF00
11000,1721,42R817 - Antwerpen (Groenenborgerlaan),4.417948637777734,51.17713088779377,Atmospheric  Pressure,970.0,980.0,#009900
11000,1721,42R817 - Antwerpen (Groenenborgerlaan),4.417948637777734,51.17713088779377,Atmospheric  Pressure,960.0,970.0,#0099FF
11000,1721,42R817 - Antwerpen (Groenenborgerlaan),4.417948637777734,51.17713088779377,Atmospheric  Pressure,-999.0,960.0,#0000FF
11001,1723,42R804 - Antwerpen (Ring),4.441947090848593,51.20630394865475,Atmospheric  Pressure,1040.0,999.0,#660000
11001,1723,42R804 - Antwerpen (Ring),4.441947090848593,51.20630394865475,Atmospheric  Pressure,1030.0,1040.0,#990000
11001,1723,42R804 - Antwerpen (Ring),4.441947090848593,51.20630394865475,Atmospheric  Pressure,1020.0,1030.0,#FF0000
11001,1723,42R804 - Antwerpen (Ring),4.441947090848593,51.20630394865475,Atmospheric  Pressure,1010.0,1020.0,#FF6600
11001,1723,42R804 - Antwerpen (Ring),4.441947090848593,51.20630394865475,Atmospheric  Pressure,1000.0,1010.0,#FFBB00
11001,1723,42R804 - Antwerpen (Ring),4.441947090848593,51.20630394865475,Atmospheric  Pressure,990.0,1000.0,#FFFF00
11001,1723,42R804 - Antwerpen (Ring),4.441947090848593,51.20630394865475,Atmospheric  Pressure,980.0,990.0,#00FF00
11001,1723,42R804 - Antwerpen (Ring),4.441947090848593,51.20630394865475,Atmospheric  Pressure,970.0,980.0,#009900
11001,1723,42R804 - Antwerpen (Ring),4.441947090848593,51.20630394865475,Atmospheric  Pressure,960.0,970.0,#0099FF
11001,1723,42R804 - Antwerpen (Ring),4.441947090848593,51.20630394865475,Atmospheric  Pressure,-999.0,960.0,#0000FF
11002,1727,42R818 - Antwerpen (Burchtse Weel),4.350554534328843,51.2122581085401,Atmospheric  Pressure,1040.0,999.0,#660000
11002,1727,42R818 - Antwerpen (Burchtse Weel),4.350554534328843,51.2122581085401,Atmospheric  Pressure,1030.0,1040.0,#990000
11002,1727,42R818 - Antwerpen (Burchtse Weel),4.350554534328843,51.2122581085401,Atmospheric  Pressure,1020.0,1030.0,#FF0000
11002,1727,42R818 - Antwerpen (Burchtse Weel),4.350554534328843,51.2122581085401,Atmospheric  Pressure,1010.0,1020.0,#FF6600
11002,1727,42R818 - Antwerpen (Burchtse Weel),4.350554534328843,51.2122581085401,Atmospheric  Pressure,1000.0,1010.0,#FFBB00
11002,1727,42R818 - Antwerpen (Burchtse Weel),4.350554534328843,51.2122581085401,Atmospheric  Pressure,990.0,1000.0,#FFFF00
11002,1727,42R818 - Antwerpen (Burchtse Weel),4.350554534328843,51.2122581085401,Atmospheric  Pressure,980.0,990.0,#00FF00
11002,1727,42R818 - Antwerpen (Burchtse Weel),4.350554534328843,51.2122581085401,Atmospheric  Pressure,970.0,980.0,#009900
11002,1727,42R818 - Antwerpen (Burchtse Weel),4.350554534328843,51.2122581085401,Atmospheric  Pressure,960.0,970.0,#0099FF
11002,1727,42R818 - Antwerpen (Burchtse Weel),4.350554534328843,51.2122581085401,Atmospheric  Pressure,-999.0,960.0,#0000FF
11003,1743,42R823 - Beveren,4.239930592809773,51.21325060421094,Atmospheric  Pressure,1040.0,999.0,#660000
11003,1743,42R823 - Beveren,4.239930592809773,51.21325060421094,Atmospheric  Pressure,1030.0,1040.0,#990000
11003,1743,42R823 - Beveren,4.239930592809773,51.21325060421094,Atmospheric  Pressure,1020.0,1030.0,#FF0000
11003,1743,42R823 - Beveren,4.239930592809773,51.21325060421094,Atmospheric  Pressure,1010.0,1020.0,#FF6600
11003,1743,42R823 - Beveren,4.239930592809773,51.21325060421094,Atmospheric  Pressure,1000.0,1010.0,#FFBB00
11003,1743,42R823 - Beveren,4.239930592809773,51.21325060421094,Atmospheric  Pressure,990.0,1000.0,#FFFF00
