series-id,location-id,location-name,longitude,latitude,phenomenon,reference-value-lower,reference-value-upper,reference-value-color
7115,1213,44R740 - Sint-Kruiswinkel,3.80873543041274,51.15013609000081,Ozone,160.0,180.0,#FFBB00
7115,1213,44R740 - Sint-Kruiswinkel,3.80873543041274,51.15013609000081,Ozone,120.0,160.0,#FFFF00
7115,1213,44R740 - Sint-Kruiswinkel,3.80873543041274,51.15013609000081,Ozone,70.0,120.0,#00FF00
7115,1213,44R740 - Sint-Kruiswinkel,3.80873543041274,51.15013609000081,Ozone,50.0,70.0,#009900
7115,1213,44R740 - Sint-Kruiswinkel,3.80873543041274,51.15013609000081,Ozone,25.0,50.0,#0099FF
7115,1213,44R740 - Sint-Kruiswinkel,3.80873543041274,51.15013609000081,Ozone,-10.0,25.0,#0000FF
7142,1218,45R502 - Lodelinsart,4.458680858021719,50.428995392896255,Ozone,320.0,10000.0,#660000
7142,1218,45R502 - Lodelinsart,4.458680858021719,50.428995392896255,Ozone,280.0,320.0,#990000
7142,1218,45R502 - Lodelinsart,4.458680858021719,50.428995392896255,Ozone,240.0,280.0,#FF0000
7142,1218,45R502 - Lodelinsart,4.458680858021719,50.428995392896255,Ozone,180.0,240.0,#FF6600
7142,1218,45R502 - Lodelinsart,4.458680858021719,50.428995392896255,Ozone,160.0,180.0,#FFBB00
7142,1218,45R502 - Lodelinsart,4.458680858021719,50.428995392896255,Ozone,120.0,160.0,#FFFF00
7142,1218,45R502 - Lodelinsart,4.458680858021719,50.428995392896255,Ozone,70.0,120.0,#00FF00
7142,1218,45R502 - Lodelinsart,4.458680858021719,50.428995392896255,Ozone,50.0,70.0,#009900
7142,1218,45R502 - Lodelinsart,4.458680858021719,50.428995392896255,Ozone,25.0,50.0,#0099FF
7142,1218,45R502 - Lodelinsart,4.458680858021719,50.428995392896255,Ozone,-10.0,25.0,#0000FF
10841,1030,40AL01 - Linkeroever,4.385223684454717,51.23619419990248,Particulate Matter < 1 µm,,,#888888
10842,1031,40AL02 - Beveren,4.234832753144059,51.30452079034428,Particulate Matter < 1 µm,,,#888888
10843,1032,40AL03 - Beveren,4.201460395126572,51.25396488066997,Particulate Matter < 1 µm,,,#888888
10844,1033,40AL04 - Beveren,4.293329476940385,51.2906675267468,Particulate Matter < 1 µm,,,#888888
10845,1034,40AL05 - Beveren,4.278889821667828,51.2631177168737,Particulate Matter < 1 µm,,,#888888
10846,1046,40GK11 - Genk,5.520312797653718,50.93148760350312,Particulate Matter < 1 µm,,,#888888
10847,1048,40HB23 - Hoboken,4.341005064562842,51.17029803843545,Particulate Matter < 1 µm,,,#888888
10848,1731,42HH08 - Houthalen-Helchteren,5.3763866842389705,51.03160178512395,Particulate Matter < 1 µm,,,#888888
10849,1062,40MN01 - Menen,3.109641874498659,50.79346904431352,Particulate Matter < 1 µm,,,#888888
10850,1066,40OB01 - Oostrozebeke,3.307385799335752,50.91722844102691,Particulate Matter < 1 µm,,,#888888
10851,1714,40OB02 - Wielsbeke,3.376211631086016,50.91495296088119,Particulate Matter < 1 µm,,,#888888
10852,1070,44RL01 - Roeselare,3.1211555989012387,50.953177280238684,Particulate Matter < 1 µm,,,#888888
10853,1719,40SA04 - Hoevenen,4.4038681397496084,51.313928894144894,Particulate Matter < 1 µm,,,#888888
10854,1073,40SZ01 - Steenokkerzeel,4.504183323312318,50.91457613716692,Particulate Matter < 1 µm,,,#888888
10856,1127,42M802 - Antwerpen,4.42439900693533,51.2609897074671,Particulate Matter < 1 µm,,,#888888
10857,1132,42N016 - Dessel,5.163978846331757,51.233652206162375,Particulate Matter < 1 µm,,,#888888
10858,1137,42N035 - Aarschot,4.837618015698614,50.97754137811429,Particulate Matter < 1 µm,,,#888888
10859,1734,42N047 - Hasselt,5.354360289979902,50.93618938185387,Particulate Matter < 1 µm,,,#888888
10860,1142,42N054 - Walshoutem,5.103158609453956,50.711706093733625,Particulate Matter < 1 µm,,,#888888
10861,1146,42R020 - Vilvoorde,4.436720763534066,50.94138711459397,Particulate Matter < 1 µm,,,#888888
10862,1147,42R801 - Borgerhout,4.4318210469688415,51.209662530910016,Particulate Matter < 1 µm,,,#888888
10863,1148,42R802 - Borgerhout,4.431792230792439,51.209518731583486,Particulate Matter < 1 µm,,,#888888
10864,1720,42R803 - Antwerpen (Park Spoor Noord),4.428454177535564,51.22862981306374,Particulate Matter < 1 µm,,,#888888
10865,1723,42R804 - Antwerpen (Ring),4.441947090848593,51.20630394865475,Particulate Matter < 1 µm,,,#888888
10866,1713,42R805 - Antwerpen (Belgiëlei),4.421559251065273,51.20822947181719,Particulate Matter < 1 µm,,,#888888
10867,1149,42R811 - Schoten,4.491362027935439,51.25210341184476,Particulate Matter < 1 µm,,,#888888
10868,1721,42R817 - Antwerpen (Groenenborgerlaan),4.417948637777734,51.17713088779377,Particulate Matter < 1 µm,,,#888888
10869,1727,42R818 - Antwerpen (Burchtse Weel),4.350554534328843,51.2122581085401,Particulate Matter < 1 µm,,,#888888
10870,1157,40R822 - Antwerpen,4.341279992464663,51.26428978424869,Particulate Matter < 1 µm,,,#888888
10871,1743,42R823 - Beveren,4.239930592809773,51.21325060421094,Particulate Matter < 1 µm,,,#888888
10873,1710,42R834 - Boom,4.38010354488249,51.09200003750444,Particulate Matter < 1 µm,,,#888888
10874,1198,44M705 - Roeselare,3.1524015904700082,50.945359241350495,Particulate Matter < 1 µm,,,#888888
10875,1200,44N012 - Moerkerke,3.3625358887015975,51.25457362243645,Particulate Matter < 1 µm,,,#888888
10876,1202,44N029 - Houtem,2.582322781489737,51.01628011113804,Particulate Matter < 1 µm,,,#888888
10877,1206,44N052 - Zwevegem,3.322494319037272,50.814873869919865,Particulate Matter < 1 µm,,,#888888
10878,1207,44R701 - Gent,3.729298171690584,51.058331716264874,Particulate Matter < 1 µm,,,#888888
10879,1715,44R702 - Gent (Carlierlaan),3.734971479685305,51.04068941942753,Particulate Matter < 1 µm,,,#888888
10880,1208,44R710 - Destelbergen,3.7752623896453574,51.06127769765467,Particulate Matter < 1 µm,,,#888888
10881,1212,44R731 - Evergem,3.739504220441925,51.12469051189999,Particulate Matter < 1 µm,,,#888888
10882,1213,44R740 - Sint-Kruiswinkel,3.80873543041274,51.15013609000081,Particulate Matter < 1 µm,,,#888888
10883,1214,44R750 - Zelzate,3.8229200468043305,51.19606326849932,Particulate Matter < 1 µm,,,#888888
6913,1177,43N067 - Membach,5.99275271918706,50.61227752813405,Particulate Matter < 1 µm,,,#888888
100021,1744,42R842 - Mechelen (Hendrik Speecqvest),4.483255334197498,51.02037444431827,Particulate Matter < 10 µm,100.0,10000.0,#660000
100021,1744,42R842 - Mechelen (Hendrik Speecqvest),4.483255334197498,51.02037444431827,Particulate Matter < 10 µm,80.0,100.0,#990000
100021,1744,42R842 - Mechelen (Hendrik Speecqvest),4.483255334197498,51.02037444431827,Particulate Matter < 10 µm,70.0,80.0,#FF0000
100021,1744,42R842 - Mechelen (Hendrik Speecqvest),4.483255334197498,51.02037444431827,Particulate Matter < 10 µm,60.0,70.0,#FF6600
100021,1744,42R842 - Mechelen (Hendrik Speecqvest),4.483255334197498,51.02037444431827,Particulate Matter < 10 µm,50.0,60.0,#FFBB00
100021,1744,42R842 - Mechelen (Hendrik Speecqvest),4.483255334197498,51.02037444431827,Particulate Matter < 10 µm,40.0,50.0,#FFFF00
100021,1744,42R842 - Mechelen (Hendrik Speecqvest),4.483255334197498,51.02037444431827,Particulate Matter < 10 µm,30.0,40.0,#00FF00
100021,1744,42R842 - Mechelen (Hendrik Speecqvest),4.483255334197498,51.02037444431827,Particulate Matter < 10 µm,20.0,30.0,#009900
100021,1744,42R842 - Mechelen (Hendrik Speecqvest),4.483255334197498,51.02037444431827,Particulate Matter < 10 µm,10.0,20.0,#0099FF
100021,1744,42R842 - Mechelen (Hendrik Speecqvest),4.483255334197498,51.02037444431827,Particulate Matter < 10 µm,-10.0,10.0,#0000FF
100029,1740,43R202 - Liège,5.571781423606139,50.63797831100502,Particulate Matter < 10 µm,100.0,10000.0,#660000
100029,1740,43R202 - Liège,5.571781423606139,50.63797831100502,Particulate Matter < 10 µm,80.0,100.0,#990000
100029,1740,43R202 - Liège,5.571781423606139,50.63797831100502,Particulate Matter < 10 µm,70.0,80.0,#FF0000
100029,1740,43R202 - Liège,5.571781423606139,50.63797831100502,Particulate Matter < 10 µm,60.0,70.0,#FF6600
100029,1740,43R202 - Liège,5.571781423606139,50.63797831100502,Particulate Matter < 10 µm,50.0,60.0,#FFBB00
100029,1740,43R202 - Liège,5.571781423606139,50.63797831100502,Particulate Matter < 10 µm,40.0,50.0,#FFFF00
100029,1740,43R202 - Liège,5.571781423606139,50.63797831100502,Particulate Matter < 10 µm,30.0,40.0,#00FF00
100029,1740,43R202 - Liège,5.571781423606139,50.63797831100502,Particulate Matter < 10 µm,20.0,30.0,#009900
100029,1740,43R202 - Liège,5.571781423606139,50.63797831100502,Particulate Matter < 10 µm,10.0,20.0,#0099FF
100029,1740,43R202 - Liège,5.571781423606139,50.63797831100502,Particulate Matter < 10 µm,-10.0,10.0,#0000FF
100033,1741,41REG1 - Brussel (Bld du Régent),4.367005785367068,50.84356660319536,Particulate Matter < 10 µm,100.0,10000.0,#660000
100033,1741,41REG1 - Brussel (Bld du Régent),4.367005785367068,50.84356660319536,Particulate Matter < 10 µm,80.0,100.0,#990000
100033,1741,41REG1 - Brussel (Bld du Régent),4.367005785367068,50.84356660319536,Particulate Matter < 10 µm,70.0,80.0,#FF0000
100033,1741,41REG1 - Brussel (Bld du Régent),4.367005785367068,50.84356660319536,Particulate Matter < 10 µm,60.0,70.0,#FF6600
100033,1741,41REG1 - Brussel (Bld du Régent),4.367005785367068,50.84356660319536,Particulate Matter < 10 µm,50.0,60.0,#FFBB00
100033,1741,41REG1 - Brussel (Bld du Régent),4.367005785367068,50.84356660319536,Particulate Matter < 10 µm,40.0,50.0,#FFFF00
100033,1741,41REG1 - Brussel (Bld du Régent),4.367005785367068,50.84356660319536,Particulate Matter < 10 µm,30.0,40.0,#00FF00
100033,1741,41REG1 - Brussel (Bld du Régent),4.367005785367068,50.84356660319536,Particulate Matter < 10 µm,20.0,30.0,#009900
100033,1741,41REG1 - Brussel (Bld du Régent),4.367005785367068,50.84356660319536,Particulate Matter < 10 µm,10.0,20.0,#0099FF
100033,1741,41REG1 - Brussel (Bld du Régent),4.367005785367068,50.84356660319536,Particulate Matter < 10 µm,-10.0,10.0,#0000FF
100039,1751,40DU07 - Deurne,4.448749903341609,51.22638859104361,Particulate Matter < 10 µm,100.0,10000.0,#660000
100039,1751,40DU07 - Deurne,4.448749903341609,51.22638859104361,Particulate Matter < 10 µm,80.0,100.0,#990000
100039,1751,40DU07 - Deurne,4.448749903341609,51.22638859104361,Particulate Matter < 10 µm,70.0,80.0,#FF0000
100039,1751,40DU07 - Deurne,4.448749903341609,51.22638859104361,Particulate Matter < 10 µm,60.0,70.0,#FF6600
100039,1751,40DU07 - Deurne,4.448749903341609,51.22638859104361,Particulate Matter < 10 µm,50.0,60.0,#FFBB00
100039,1751,40DU07 - Deurne,4.448749903341609,51.22638859104361,Particulate Matter < 10 µm,40.0,50.0,#FFFF00
100039,1751,40DU07 - Deurne,4.448749903341609,51.22638859104361,Particulate Matter < 10 µm,30.0,40.0,#00FF00
100039,1751,40DU07 - Deurne,4.448749903341609,51.22638859104361,Particulate Matter < 10 µm,20.0,30.0,#009900
100039,1751,40DU07 - Deurne,4.448749903341609,51.22638859104361,Particulate Matter < 10 µm,10.0,20.0,#0099FF
100039,1751,40DU07 - Deurne,4.448749903341609,51.22638859104361,Particulate Matter < 10 µm,-10.0,10.0,#0000FF
10610,1710,42R834 - Boom,4.38010354488249,51.09200003750444,Particulate Matter < 10 µm,100.0,10000.0,#660000
10610,1710,42R834 - Boom,4.38010354488249,51.09200003750444,Particulate Matter < 10 µm,80.0,100.0,#990000
10610,1710,42R834 - Boom,4.38010354488249,51.09200003750444,Particulate Matter < 10 µm,70.0,80.0,#FF0000
10610,1710,42R834 - Boom,4.38010354488249,51.09200003750444,Particulate Matter < 10 µm,60.0,70.0,#FF6600
10610,1710,42R834 - Boom,4.38010354488249,51.09200003750444,Particulate Matter < 10 µm,50.0,60.0,#FFBB00
10610,1710,42R834 - Boom,4.38010354488249,51.09200003750444,Particulate Matter < 10 µm,40.0,50.0,#FFFF00
10610,1710,42R834 - Boom,4.38010354488249,51.09200003750444,Particulate Matter < 10 µm,30.0,40.0,#00FF00
10610,1710,42R834 - Boom,4.38010354488249,51.09200003750444,Particulate Matter < 10 µm,20.0,30.0,#009900
10610,1710,42R834 - Boom,4.38010354488249,51.09200003750444,Particulate Matter < 10 µm,10.0,20.0,#0099FF
10610,1710,42R834 - Boom,4.38010354488249,51.09200003750444,Particulate Matter < 10 µm,-10.0,10.0,#0000FF
10680,1714,40OB02 - Wielsbeke,3.376211631086016,50.91495296088119,Particulate Matter < 10 µm,100.0,10000.0,#660000
10680,1714,40OB02 - Wielsbeke,3.376211631086016,50.91495296088119,Particulate Matter < 10 µm,80.0,100.0,#990000
10680,1714,40OB02 - Wielsbeke,3.376211631086016,50.91495296088119,Particulate Matter < 10 µm,70.0,80.0,#FF0000
10680,1714,40OB02 - Wielsbeke,3.376211631086016,50.91495296088119,Particulate Matter < 10 µm,60.0,70.0,#FF6600
10680,1714,40OB02 - Wielsbeke,3.376211631086016,50.91495296088119,Particulate Matter < 10 µm,50.0,60.0,#FFBB00
10680,1714,40OB02 - Wielsbeke,3.376211631086016,50.91495296088119,Particulate Matter < 10 µm,40.0,50.0,#FFFF00
10680,1714,40OB02 - Wielsbeke,3.376211631086016,50.91495296088119,Particulate Matter < 10 µm,30.0,40.0,#00FF00
10680,1714,40OB02 - Wielsbeke,3.376211631086016,50.91495296088119,Particulate Matter < 10 µm,20.0,30.0,#009900
10680,1714,40OB02 - Wielsbeke,3.376211631086016,50.91495296088119,Particulate Matter < 10 µm,10.0,20.0,#0099FF
10680,1714,40OB02 - Wielsbeke,3.376211631086016,50.91495296088119,Particulate Matter < 10 µm,-10.0,10.0,#0000FF
10691,1719,40SA04 - Hoevenen,4.4038681397496084,51.313928894144894,Particulate Matter < 10 µm,100.0,10000.0,#660000
10691,1719,40SA04 - Hoevenen,4.4038681397496084,51.313928894144894,Particulate Matter < 10 µm,80.0,100.0,#990000
10691,1719,40SA04 - Hoevenen,4.4038681397496084,51.313928894144894,Particulate Matter < 10 µm,70.0,80.0,#FF0000
10691,1719,40SA04 - Hoevenen,4.4038681397496084,51.313928894144894,Particulate Matter < 10 µm,60.0,70.0,#FF6600
10691,1719,40SA04 - Hoevenen,4.4038681397496084,51.313928894144894,Particulate Matter < 10 µm,50.0,60.0,#FFBB00
10691,1719,40SA04 - Hoevenen,4.4038681397496084,51.313928894144894,Particulate Matter < 10 µm,40.0,50.0,#FFFF00
10691,1719,40SA04 - Hoevenen,4.4038681397496084,51.313928894144894,Particulate Matter < 10 µm,30.0,40.0,#00FF00
10691,1719,40SA04 - Hoevenen,4.4038681397496084,51.313928894144894,Particulate Matter < 10 µm,20.0,30.0,#009900
10691,1719,40SA04 - Hoevenen,4.4038681397496084,51.313928894144894,Particulate Matter < 10 µm,10.0,20.0,#0099FF
10691,1719,40SA04 - Hoevenen,4.4038681397496084,51.313928894144894,Particulate Matter < 10 µm,-10.0,10.0,#0000FF
10704,1715,44R702 - Gent (Carlierlaan),3.734971479685305,51.04068941942753,Particulate Matter < 10 µm,100.0,10000.0,#660000
10704,1715,44R702 - Gent (Carlierlaan),3.734971479685305,51.04068941942753,Particulate Matter < 10 µm,80.0,100.0,#990000
10704,1715,44R702 - Gent (Carlierlaan),3.734971479685305,51.04068941942753,Particulate Matter < 10 µm,70.0,80.0,#FF0000
10704,1715,44R702 - Gent (Carlierlaan),3.734971479685305,51.04068941942753,Particulate Matter < 10 µm,60.0,70.0,#FF6600
10704,1715,44R702 - Gent (Carlierlaan),3.734971479685305,51.04068941942753,Particulate Matter < 10 µm,50.0,60.0,#FFBB00
10704,1715,44R702 - Gent (Carlierlaan),3.734971479685305,51.04068941942753,Particulate Matter < 10 µm,40.0,50.0,#FFFF00
10704,1715,44R702 - Gent (Carlierlaan),3.734971479685305,51.04068941942753,Particulate Matter < 10 µm,30.0,40.0,#00FF00
10704,1715,44R702 - Gent (Carlierlaan),3.734971479685305,51.04068941942753,Particulate Matter < 10 µm,20.0,30.0,#009900
10704,1715,44R702 - Gent (Carlierlaan),3.734971479685305,51.04068941942753,Particulate Matter < 10 µm,10.0,20.0,#0099FF
10704,1715,44R702 - Gent (Carlierlaan),3.734971479685305,51.04068941942753,Particulate Matter < 10 µm,-10.0,10.0,#0000FF
10743,1720,42R803 - Antwerpen (Park Spoor Noord),4.428454177535564,51.22862981306374,Particulate Matter < 10 µm,100.0,10000.0,#660000
10743,1720,42R803 - Antwerpen (Park Spoor Noord),4.428454177535564,51.22862981306374,Particulate Matter < 10 µm,80.0,100.0,#990000
10743,1720,42R803 - Antwerpen (Park Spoor Noord),4.428454177535564,51.22862981306374,Particulate Matter < 10 µm,70.0,80.0,#FF0000
10743,1720,42R803 - Antwerpen (Park Spoor Noord),4.428454177535564,51.22862981306374,Particulate Matter < 10 µm,60.0,70.0,#FF6600
10743,1720,42R803 - Antwerpen (Park Spoor Noord),4.428454177535564,51.22862981306374,Particulate Matter < 10 µm,50.0,60.0,#FFBB00
10743,1720,42R803 - Antwerpen (Park Spoor Noord),4.428454177535564,51.22862981306374,Particulate Matter < 10 µm,40.0,50.0,#FFFF00
10743,1720,42R803 - Antwerpen (Park Spoor Noord),4.428454177535564,51.22862981306374,Particulate Matter < 10 µm,30.0,40.0,#00FF00
10743,1720,42R803 - Antwerpen (Park Spoor Noord),4.428454177535564,51.22862981306374,Particulate Matter < 10 µm,20.0,30.0,#009900
10743,1720,42R803 - Antwerpen (Park Spoor Noord),4.428454177535564,51.22862981306374,Particulate Matter < 10 µm,10.0,20.0,#0099FF
10743,1720,42R803 - Antwerpen (Park Spoor Noord),4.428454177535564,51.22862981306374,Particulate Matter < 10 µm,-10.0,10.0,#0000FF
10748,1721,42R817 - Antwerpen (Groenenborgerlaan),4.417948637777734,51.17713088779377,Particulate Matter < 10 µm,100.0,10000.0,#660000
10748,1721,42R817 - Antwerpen (Groenenborgerlaan),4.417948637777734,51.17713088779377,Particulate Matter < 10 µm,80.0,100.0,#990000
10748,1721,42R817 - Antwerpen (Groenenborgerlaan),4.417948637777734,51.17713088779377,Particulate Matter < 10 µm,70.0,80.0,#FF0000
10748,1721,42R817 - Antwerpen (Groenenborgerlaan),4.417948637777734,51.17713088779377,Particulate Matter < 10 µm,60.0,70.0,#FF6600
10748,1721,42R817 - Antwerpen (Groenenborgerlaan),4.417948637777734,51.17713088779377,Particulate Matter < 10 µm,50.0,60.0,#FFBB00
10748,1721,42R817 - Antwerpen (Groenenborgerlaan),4.417948637777734,51.17713088779377,Particulate Matter < 10 µm,40.0,50.0,#FFFF00
10748,1721,42R817 - Antwerpen (Groenenborgerlaan),4.417948637777734,51.17713088779377,Particulate Matter < 10 µm,30.0,40.0,#00FF00
10748,1721,42R817 - Antwerpen (Groenenborgerlaan),4.417948637777734,51.17713088779377,Particulate Matter < 10 µm,20.0,30.0,#009900
10748,1721,42R817 - Antwerpen (Groenenborgerlaan),4.417948637777734,51.17713088779377,Particulate Matter < 10 µm,10.0,20.0,#0099FF
10748,1721,42R817 - Antwerpen (Groenenborgerlaan),4.417948637777734,51.17713088779377,Particulate Matter < 10 µm,-10.0,10.0,#0000FF
10762,1723,42R804 - Antwerpen (Ring),4.441947090848593,51.20630394865475,Particulate Matter < 10 µm,100.0,10000.0,#660000
10762,1723,42R804 - Antwerpen (Ring),4.441947090848593,51.20630394865475,Particulate Matter < 10 µm,80.0,100.0,#990000
10762,1723,42R804 - Antwerpen (Ring),4.441947090848593,51.20630394865475,Particulate Matter < 10 µm,70.0,80.0,#FF0000
10762,1723,42R804 - Antwerpen (Ring),4.441947090848593,51.20630394865475,Particulate Matter < 10 µm,60.0,70.0,#FF6600
10762,1723,42R804 - Antwerpen (Ring),4.441947090848593,51.20630394865475,Particulate Matter < 10 µm,50.0,60.0,#FFBB00
10762,1723,42R804 - Antwerpen (Ring),4.441947090848593,51.20630394865475,Particulate Matter < 10 µm,40.0,50.0,#FFFF00
10762,1723,42R804 - Antwerpen (Ring),4.441947090848593,51.20630394865475,Particulate Matter < 10 µm,30.0,40.0,#00FF00
10762,1723,42R804 - Antwerpen (Ring),4.441947090848593,51.20630394865475,Particulate Matter < 10 µm,20.0,30.0,#009900
10762,1723,42R804 - Antwerpen (Ring),4.441947090848593,51.20630394865475,Particulate Matter < 10 µm,10.0,20.0,#0099FF
10762,1723,42R804 - Antwerpen (Ring),4.441947090848593,51.20630394865475,Particulate Matter < 10 µm,-10.0,10.0,#0000FF
10767,1032,40AL03 - Beveren,4.201460395126572,51.25396488066997,Particulate Matter < 10 µm,100.0,10000.0,#660000
10767,1032,40AL03 - Beveren,4.201460395126572,51.25396488066997,Particulate Matter < 10 µm,80.0,100.0,#990000
10767,1032,40AL03 - Beveren,4.201460395126572,51.25396488066997,Particulate Matter < 10 µm,70.0,80.0,#FF0000
10767,1032,40AL03 - Beveren,4.201460395126572,51.25396488066997,Particulate Matter < 10 µm,60.0,70.0,#FF6600
10767,1032,40AL03 - Beveren,4.201460395126572,51.25396488066997,Particulate Matter < 10 µm,50.0,60.0,#FFBB00
10767,1032,40AL03 - Beveren,4.201460395126572,51.25396488066997,Particulate Matter < 10 µm,40.0,50.0,#FFFF00
10767,1032,40AL03 - Beveren,4.201460395126572,51.25396488066997,Particulate Matter < 10 µm,30.0,40.0,#00FF00
10767,1032,40AL03 - Beveren,4.201460395126572,51.25396488066997,Particulate Matter < 10 µm,20.0,30.0,#009900
10767,1032,40AL03 - Beveren,4.201460395126572,51.25396488066997,Particulate Matter < 10 µm,10.0,20.0,#0099FF
10767,1032,40AL03 - Beveren,4.201460395126572,51.25396488066997,Particulate Matter < 10 µm,-10.0,10.0,#0000FF
10768,1033,40AL04 - Beveren,4.293329476940385,51.2906675267468,Particulate Matter < 10 µm,100.0,10000.0,#660000
10768,1033,40AL04 - Beveren,4.293329476940385,51.2906675267468,Particulate Matter < 10 µm,80.0,100.0,#990000
10768,1033,40AL04 - Beveren,4.293329476940385,51.2906675267468,Particulate Matter < 10 µm,70.0,80.0,#FF0000
10768,1033,40AL04 - Beveren,4.293329476940385,51.2906675267468,Particulate Matter < 10 µm,60.0,70.0,#FF6600
10768,1033,40AL04 - Beveren,4.293329476940385,51.2906675267468,Particulate Matter < 10 µm,50.0,60.0,#FFBB00
10768,1033,40AL04 - Beveren,4.293329476940385,51.2906675267468,Particulate Matter < 10 µm,40.0,50.0,#FFFF00
10768,1033,40AL04 - Beveren,4.293329476940385,51.2906675267468,Particulate Matter < 10 µm,30.0,40.0,#00FF00
10768,1033,40AL04 - Beveren,4.293329476940385,51.2906675267468,Particulate Matter < 10 µm,20.0,30.0,#009900
10768,1033,40AL04 - Beveren,4.293329476940385,51.2906675267468,Particulate Matter < 10 µm,10.0,20.0,#0099FF
10768,1033,40AL04 - Beveren,4.293329476940385,51.2906675267468,Particulate Matter < 10 µm,-10.0,10.0,#0000FF
10769,1727,42R818 - Antwerpen (Burchtse Weel),4.350554534328843,51.2122581085401,Particulate Matter < 10 µm,100.0,10000.0,#660000
10769,1727,42R818 - Antwerpen (Burchtse Weel),4.350554534328843,51.2122581085401,Particulate Matter < 10 µm,80.0,100.0,#990000
10769,1727,42R818 - Antwerpen (Burchtse Weel),4.350554534328843,51.2122581085401,Particulate Matter < 10 µm,70.0,80.0,#FF0000
10769,1727,42R818 - Antwerpen (Burchtse Weel),4.350554534328843,51.2122581085401,Particulate Matter < 10 µm,60.0,70.0,#FF6600
10769,1727,42R818 - Antwerpen (Burchtse Weel),4.350554534328843,51.2122581085401,Particulate Matter < 10 µm,50.0,60.0,#FFBB00
10769,1727,42R818 - Antwerpen (Burchtse Weel),4.350554534328843,51.2122581085401,Particulate Matter < 10 µm,40.0,50.0,#FFFF00
10769,1727,42R818 - Antwerpen (Burchtse Weel),4.350554534328843,51.2122581085401,Particulate Matter < 10 µm,30.0,40.0,#00FF00
10769,1727,42R818 - Antwerpen (Burchtse Weel),4.350554534328843,51.2122581085401,Particulate Matter < 10 µm,20.0,30.0,#009900
10769,1727,42R818 - Antwerpen (Burchtse Weel),4.350554534328843,51.2122581085401,Particulate Matter < 10 µm,10.0,20.0,#0099FF
10769,1727,42R818 - Antwerpen (Burchtse Weel),4.350554534328843,51.2122581085401,Particulate Matter < 10 µm,-10.0,10.0,#0000FF
10784,1731,42HH08 - Houthalen-Helchteren,5.3763866842389705,51.03160178512395,Particulate Matter < 10 µm,100.0,10000.0,#660000
10784,1731,42HH08 - Houthalen-Helchteren,5.3763866842389705,51.03160178512395,Particulate Matter < 10 µm,80.0,100.0,#990000
10784,1731,42HH08 - Houthalen-Helchteren,5.3763866842389705,51.03160178512395,Particulate Matter < 10 µm,70.0,80.0,#FF0000
10784,1731,42HH08 - Houthalen-Helchteren,5.3763866842389705,51.03160178512395,Particulate Matter < 10 µm,60.0,70.0,#FF6600
10784,1731,42HH08 - Houthalen-Helchteren,5.3763866842389705,51.03160178512395,Particulate Matter < 10 µm,50.0,60.0,#FFBB00
10784,1731,42HH08 - Houthalen-Helchteren,5.3763866842389705,51.03160178512395,Particulate Matter < 10 µm,40.0,50.0,#FFFF00
10784,1731,42HH08 - Houthalen-Helchteren,5.3763866842389705,51.03160178512395,Particulate Matter < 10 µm,30.0,40.0,#00FF00
10784,1731,42HH08 - Houthalen-Helchteren,5.3763866842389705,51.03160178512395,Particulate Matter < 10 µm,20.0,30.0,#009900
10784,1731,42HH08 - Houthalen-Helchteren,5.3763866842389705,51.03160178512395,Particulate Matter < 10 µm,10.0,20.0,#0099FF
10784,1731,42HH08 - Houthalen-Helchteren,5.3763866842389705,51.03160178512395,Particulate Matter < 10 µm,-10.0,10.0,#0000FF
10789,1733,43R401 - Namur,4.865260946011645,50.462427939604666,Particulate Matter < 10 µm,100.0,10000.0,#660000
10789,1733,43R401 - Namur,4.865260946011645,50.462427939604666,Particulate Matter < 10 µm,80.0,100.0,#990000
10789,1733,43R401 - Namur,4.865260946011645,50.462427939604666,Particulate Matter < 10 µm,70.0,80.0,#FF0000
10789,1733,43R401 - Namur,4.865260946011645,50.462427939604666,Particulate Matter < 10 µm,60.0,70.0,#FF6600
10789,1733,43R401 - Namur,4.865260946011645,50.462427939604666,Particulate Matter < 10 µm,50.0,60.0,#FFBB00
10789,1733,43R401 - Namur,4.865260946011645,50.462427939604666,Particulate Matter < 10 µm,40.0,50.0,#FFFF00
10789,1733,43R401 - Namur,4.865260946011645,50.462427939604666,Particulate Matter < 10 µm,30.0,40.0,#00FF00
10789,1733,43R401 - Namur,4.865260946011645,50.462427939604666,Particulate Matter < 10 µm,20.0,30.0,#009900
10789,1733,43R401 - Namur,4.865260946011645,50.462427939604666,Particulate Matter < 10 µm,10.0,20.0,#0099FF
10789,1733,43R401 - Namur,4.865260946011645,50.462427939604666,Particulate Matter < 10 µm,-10.0,10.0,#0000FF
10831,1734,42N047 - Hasselt,5.354360289979902,50.93618938185387,Particulate Matter < 10 µm,100.0,10000.0,#660000
10831,1734,42N047 - Hasselt,5.354360289979902,50.93618938185387,Particulate Matter < 10 µm,80.0,100.0,#990000
10831,1734,42N047 - Hasselt,5.354360289979902,50.93618938185387,Particulate Matter < 10 µm,70.0,80.0,#FF0000
10831,1734,42N047 - Hasselt,5.354360289979902,50.93618938185387,Particulate Matter < 10 µm,60.0,70.0,#FF6600
